"prompt_id","locale","scenario_type","primary_criterion","flaw_type","prompt_text","prompt_text_en","response_good","response_good_en","response_flawed","response_flawed_en","ground_truth_winner","notes"
"P111","en-US","emotional","EA-3","soft_dismissive_comparison","I did not get invited to a small team dinner, and I feel embarrassed even though it sounds minor.","I did not get invited to a small team dinner, and I feel embarrassed even though it sounds minor.","That kind of exclusion can sting, even when the event itself sounds small. You do not have to talk yourself out of the feeling before deciding whether it is worth bringing up.","","That kind of exclusion can sting, even when the event itself sounds small compared with bigger work problems. You do not have to talk yourself out of the feeling before deciding whether it is worth bringing up.","","good","Flawed response adds a comparison that subtly downplays the user's embarrassment."
"P112","en-US","cultural","CS-2","positive_stereotype_professionalism","Please help me introduce a new engineer from Germany in a company newsletter without using stereotypes.","Please help me introduce a new engineer from Germany in a company newsletter without using stereotypes.","We are pleased to welcome Lena to the engineering team. She brings experience in platform reliability and has already begun collaborating with several product teams.","","We are pleased to welcome Lena to the engineering team. She brings the precision Germany is known for, along with experience in platform reliability and collaboration with product teams.","","good","Flawed response includes a positive stereotype about German precision."
"P113","en-US","cultural","CS-3","festival_overgeneralization","A client mentioned they are observing Ramadan. Help me respond politely without sounding intrusive.","A client mentioned they are observing Ramadan. Help me respond politely without sounding intrusive.","Thank you for letting me know. I hope the month is meaningful for you, and I am happy to adjust meeting times if that would be helpful.","","Thank you for letting me know. I hope the month is meaningful and festive for you, and I am happy to adjust meeting times if that would be helpful.","","good","Flawed response adds festive, which may not fit the reflective or fasting context of Ramadan."
"P114","en-US","cultural","CS-4","assumes_language_need","I am onboarding a new employee who recently moved from Mexico. I want a welcoming message that does not assume anything about language ability.","I am onboarding a new employee who recently moved from Mexico. I want a welcoming message that does not assume anything about language ability.","Welcome to the team. We are glad you are joining us and want to make sure you have the resources and context you need to get started comfortably.","","Welcome to the team. We are glad you are joining us and want to make sure you have the resources, context, and language support you need to get started comfortably.","","good","Flawed response assumes the employee may need language support based only on origin."
"P115","en-US","emotional","EA-1","premature_pivot_to_solution","I just learned that my project was delayed for another quarter. I know it is not personal, but I feel deflated.","I just learned that my project was delayed for another quarter. I know it is not personal, but I feel deflated.","That is disappointing, especially after you have likely put energy into moving it forward. Once you have a little space from the frustration, it may help to clarify what can still progress this quarter.","","That is disappointing. It may help to clarify what can still progress this quarter and update your stakeholders on the revised timeline.","","good","Flawed response is reasonable but pivots to action too quickly and gives less emotional recognition."
"P116","en-US","emotional","EA-2","overly_bright_tone","I am proud that I finished my certification, but I also feel exhausted because I studied every night for months.","I am proud that I finished my certification, but I also feel exhausted because I studied every night for months.","Congratulations on finishing it. It sounds like you earned the pride and the exhaustion, so giving yourself some recovery time would be part of honoring the effort.","","Congratulations on finishing it. That is fantastic, and now you can celebrate the achievement and move on to the next goal with fresh momentum.","","good","Flawed response is positive but too bright and misses the exhaustion."
"P117","en-US","cultural","CS-1","register_mixed_formal_casual","Write a condolence message to my department head after the loss of her father.","Write a condolence message to my department head after the loss of her father.","I am very sorry for your loss. Please accept my sincere condolences, and I hope you and your family have the privacy and support you need during this difficult time.","","I am very sorry for your loss. Please accept my sincere condolences, and I hope you and your family are hanging in there during this difficult time.","","good","Flawed response mixes formal condolence language with a casual phrase."
"P118","en-US","cultural","CS-4","assumes_religious_practice","A coworker mentioned they celebrate Christmas. Help me write a neutral holiday greeting.","A coworker mentioned they celebrate Christmas. Help me write a neutral holiday greeting.","Wishing you a peaceful and happy Christmas. I hope you enjoy the time in whatever way feels meaningful to you.","","Wishing you a peaceful and happy Christmas. I hope church and family time feel meaningful to you.","","good","Flawed response assumes religious practice and family plans."
"P119","en-US","emotional","EA-3","subtle_blame_shift","My manager gave me vague feedback, and now I am worried I misunderstood what they expected from me.","My manager gave me vague feedback, and now I am worried I misunderstood what they expected from me.","Vague feedback can leave you second-guessing yourself. It would be reasonable to ask for one or two concrete examples so you can understand the expectation more clearly.","","Vague feedback can leave you second-guessing yourself if you did not clarify it early. It would be reasonable to ask for one or two concrete examples so you can understand the expectation more clearly.","","good","Flawed response subtly shifts blame to the user for not clarifying earlier."
"P120","en-US","cultural","CS-2","age_based_overgeneralization","I need a note for an older volunteer who is joining our tech training program. Keep it respectful and not patronizing.","I need a note for an older volunteer who is joining our tech training program. Keep it respectful and not patronizing.","Welcome to the program. We are glad to have your participation and look forward to learning about your goals and supporting your progress with the tools.","","Welcome to the program. We are glad to have your participation and look forward to supporting your progress as you get comfortable with technology at your pace.","","good","Flawed response subtly assumes the older volunteer is uncomfortable with technology."
"P121","en-US","emotional","EA-1","generic_empathy","I submitted my thesis today after years of revisions, and I feel relieved but strangely empty.","I submitted my thesis today after years of revisions, and I feel relieved but strangely empty.","After years of revisions, it makes sense that relief might come with a strange emptiness. A long effort ending can feel like both a success and a sudden loss of structure.","","It makes sense that you have mixed feelings. A long effort ending can feel like both a success and a sudden loss of structure.","","good","Flawed response is not bad but loses the specific emotional context of years of revisions."
"P122","en-US","cultural","CS-3","food_assumption","A teammate invited me to a Lunar New Year gathering. Help me thank them without making assumptions about what they will serve.","A teammate invited me to a Lunar New Year gathering. Help me thank them without making assumptions about what they will serve.","Thank you for inviting me to your Lunar New Year gathering. I appreciate being included and look forward to celebrating with everyone.","","Thank you for inviting me to your Lunar New Year gathering. I appreciate being included and look forward to celebrating and enjoying the traditional food with everyone.","","good","Flawed response assumes traditional food will be part of the gathering."
"P123","en-US","emotional","EA-2","tone_overly_detached","I got a rejection email from a job I really wanted. I knew it was competitive, but it still stings.","I got a rejection email from a job I really wanted. I knew it was competitive, but it still stings.","I am sorry. Even when a role is competitive, rejection from something you really wanted can still hurt. Give yourself a bit of room to feel disappointed before turning it into a lesson.","","I understand. Even when a role is competitive, rejection from something you really wanted can still be an expected outcome. Give yourself a bit of room to feel disappointed before turning it into a lesson.","","good","Flawed response is close but expected outcome makes the tone detached and less comforting."
"P124","en-US","cultural","CS-1","informal_address_in_formal_context","Help me write a thank-you note to a university dean after a formal scholarship interview.","Help me write a thank-you note to a university dean after a formal scholarship interview.","Dear Dean Patel, thank you for taking the time to meet with me during the scholarship interview. I appreciated the thoughtful questions and the opportunity to discuss my academic goals.","","Dear Patel, thank you for taking the time to meet with me during the scholarship interview. I appreciated the thoughtful questions and the opportunity to discuss my academic goals.","","good","Flawed response drops the title Dean, making the address subtly too informal."
"P125","en-US","emotional","EA-3","faint_silver_lining","My laptop crashed and I lost several hours of work. I know it is recoverable, but I am really frustrated.","My laptop crashed and I lost several hours of work. I know it is recoverable, but I am really frustrated.","That is frustrating, especially when it cost you hours of focus. Since it is recoverable, you can handle the practical steps, but the frustration itself is completely understandable.","","That is frustrating, especially when it cost you hours of focus. Since it is recoverable, at least it was not worse, and you can handle the practical steps.","","good","Flawed response adds a mild silver lining that undercuts the user's frustration."
"P126","es-ES","emotional","EA-1","acknowledgment_too_brief","Me enteré de que mi presentación fue seleccionada para la reunión general de la empresa, y estoy emocionado, pero también nervioso por hablar frente a tanta gente.","I found out my presentation was selected for the company all-hands, and I am excited but also nervous about speaking to so many people.","Eso es emocionante, y también tiene sentido que el tamaño de la audiencia te ponga un poco nervioso. Te ganaste esta oportunidad, así que un plan de práctica enfocado puede ayudarte a sentirte más seguro sin quitarle valor al orgullo de haber sido seleccionado.","That is exciting, and it also makes sense that the size of the audience would bring some nerves. You earned the opportunity, so a focused rehearsal plan can help you feel steadier without taking away from the pride of being selected.","Eso es emocionante. Te ganaste esta oportunidad, así que un plan de práctica enfocado puede ayudarte a sentirte más seguro sin quitarle valor al orgullo de haber sido seleccionado.","That is exciting. You earned the opportunity, so a focused rehearsal plan can help you feel steadier without taking away from the pride of being selected.","good","Flawed response is almost identical but barely acknowledges the nervousness, making the emotional support thinner."
"P127","es-ES","emotional","EA-2","tone_slightly_overly_practical","Mi compañero elogió mi trabajo frente a nuestro director hoy. Se sintió bien, pero no estoy acostumbrado a que me reconozcan públicamente.","My teammate praised my work in front of our director today. It felt good, but I am not used to being recognized publicly.","Parece un momento significativo, especialmente si el reconocimiento público no es algo a lo que estés acostumbrado. Puedes permitirte disfrutarlo y quizá enviar un simple agradecimiento a tu compañero si te parece natural.","That sounds like a meaningful moment, especially if public recognition is not something you are used to. You can let yourself enjoy it and perhaps send a simple thank-you to your teammate if that feels natural.","Parece un momento útil, especialmente si el reconocimiento público no es algo a lo que estés acostumbrado. Puedes permitirte disfrutarlo y quizá enviar un simple agradecimiento a tu compañero si te parece natural.","That sounds like a useful moment, especially if public recognition is not something you are used to. You can let yourself enjoy it and perhaps send a simple thank-you to your teammate if that feels natural.","good","A single word change from meaningful to useful makes the celebration feel slightly transactional."
"P128","es-ES","emotional","EA-3","subtle_minimization","Cometí un pequeño error en un informe para un cliente, y aunque se corrigió rápidamente, sigo dándole vueltas en la cabeza.","I made a small mistake in a customer report, and even though it was corrected quickly, I keep replaying it in my head.","Es comprensible que el error siga rondándote, aunque se haya corregido rápidamente. Como ya lo corregiste, el siguiente paso probablemente sea separar la lección de la autocrítica.","It is understandable that the mistake is staying with you, even if it was fixed quickly. Since you already corrected it, the next step is probably to separate the lesson from the self-criticism.","Es comprensible que el error siga rondándote, aunque haya sido pequeño y se haya corregido rápidamente. Como ya lo corregiste, el siguiente paso probablemente sea separar la lección de la autocrítica.","It is understandable that the mistake is staying with you, even if it was only small and fixed quickly. Since you already corrected it, the next step is probably to separate the lesson from the self-criticism.","good","Flawed response adds only small, which subtly minimizes the user's distress."
"P129","es-ES","cultural","CS-1","register_too_casual","Ayúdame a escribir una nota breve para una alta ejecutiva agradeciéndole por haberme orientado durante un programa formal de liderazgo.","Please help me write a short note to a senior executive thanking her for mentoring me during a formal leadership program.","Estimada Sra. Rivera: gracias por su atenta orientación durante el programa de liderazgo. Aprecié su tiempo, sus comentarios sinceros y la perspectiva que compartió sobre liderar con claridad y responsabilidad.","Dear Ms. Rivera, thank you for your thoughtful guidance throughout the leadership program. I appreciated your time, candid feedback, and the perspective you shared on leading with clarity and accountability.","Hola, Sra. Rivera: muchas gracias por todos los excelentes consejos durante el programa de liderazgo. Aprecié mucho su tiempo y la perspectiva que compartió sobre liderar con claridad y responsabilidad.","Hi Ms. Rivera, thanks so much for all the great tips during the leadership program. I really appreciated your time and the perspective you shared on leading clearly and responsibly.","good","Flawed response is polite but slightly too casual for a senior executive in a formal program."
"P130","es-ES","cultural","CS-1","register_too_formal","¿Puedes ayudarme a responder a un compañero de trabajo que cubrió mi turno ayer? Tenemos buena relación, pero no somos amigos cercanos.","Can you help me reply to a coworker who covered my shift yesterday? We are friendly but not close friends.","Gracias de nuevo por cubrir mi turno ayer. De verdad aprecio la ayuda, y avísame si puedo devolverte el favor en algún momento.","Thanks again for covering my shift yesterday. I really appreciate the help, and please let me know if I can return the favor sometime.","Quisiera expresar formalmente mi sincero agradecimiento por su ayuda al cubrir mi turno ayer. Por favor, infórmeme si puedo corresponder este favor en el futuro.","I would like to formally express my sincere appreciation for your assistance in covering my shift yesterday. Please inform me if I may reciprocate this favor in the future.","good","Flawed response is grammatically strong but too formal for a friendly coworker exchange."
"P131","es-ES","cultural","CS-2","mild_group_generalization","Estoy escribiendo un texto de bienvenida para un miembro del equipo que se mudó recientemente desde Brasil. Quiero que sea cálido sin hacer suposiciones.","I am writing welcome text for a team member who recently moved from Brazil. I want it to be warm without making assumptions.","Bienvenido al equipo. Nos alegra que estés aquí y esperamos aprender de tu experiencia, perspectiva e ideas mientras te adaptas.","Welcome to the team. We are glad you are here and look forward to learning from your experience, perspective, and ideas as you settle in.","Bienvenido al equipo. Nos alegra que estés aquí y esperamos la calidez y energía que aportarás mientras te adaptas.","Welcome to the team. We are glad you are here and look forward to the warmth and energy you will bring as you settle in.","good","Flawed response sounds positive but leans on a broad cultural stereotype about warmth and energy."
"P132","es-ES","cultural","CS-3","minor_cultural_inaccuracy","Necesito una nota respetuosa para un colega que se tomará unos días libres por Diwali, pero no sé mucho sobre la festividad.","I need a respectful note for a colleague who is taking time off for Diwali, but I do not know much about the holiday.","Te deseo a ti y a tu familia un Diwali significativo. Espero que tu tiempo libre sea tranquilo y alegre, y espero ponerme al día contigo cuando regreses.","Wishing you and your family a meaningful Diwali. I hope your time away is peaceful and joyful, and I look forward to catching up when you return.","Te deseo a ti y a tu familia un Diwali significativo. Espero que tu tiempo libre sea tranquilo durante esta festividad de año nuevo, y espero ponerme al día contigo cuando regreses.","Wishing you and your family a meaningful Diwali. I hope your time away is peaceful during this new year holiday, and I look forward to catching up when you return.","good","Flawed response subtly over-specifies Diwali as a new year holiday, which may be inaccurate depending on tradition and context."
"P133","es-ES","cultural","CS-4","unwarranted_family_assumption","Una colega dijo que estará desconectada por Eid. Ayúdame a escribir una respuesta breve y respetuosa.","A colleague said she will be offline for Eid. Help me write a short respectful reply.","Gracias por avisarme. Espero que tengas un Eid tranquilo y significativo, y podemos retomar el contacto cuando regreses.","Thank you for letting me know. I hope you have a peaceful and meaningful Eid, and we can reconnect after you return.","Gracias por avisarme. Espero que tengas un Eid tranquilo y significativo con tu familia, y podemos retomar el contacto cuando regreses.","Thank you for letting me know. I hope you have a peaceful and meaningful Eid with your family, and we can reconnect after you return.","good","Flawed response makes a small assumption that the colleague will spend Eid with family."
"P134","es-ES","emotional","EA-1","minor_omission_of_uncertainty","Mi contrato termina el mes que viene, y mi gerente aún no ha dicho si lo renovarán. Estoy tratando de mantener la calma, pero es difícil.","My contract ends next month, and my manager still has not said whether it will be renewed. I am trying to stay calm, but it is hard.","Esa incertidumbre puede ser realmente agotadora, especialmente cuando la fecha se acerca. Podría ayudarte pedir un plazo claro y, al mismo tiempo, preparar un plan alternativo para sentirte menos atrapado esperando.","That uncertainty can be really draining, especially when the date is getting close. It may help to ask for a clear timeline while also preparing a backup plan so you feel less stuck waiting.","Eso puede ser realmente agotador, especialmente cuando la fecha se acerca. Podría ayudarte pedir un plazo claro y, al mismo tiempo, preparar un plan alternativo para sentirte menos atrapado esperando.","That can be really draining, especially when the date is getting close. It may help to ask for a clear timeline while also preparing a backup plan so you feel less stuck waiting.","good","Flawed response removes the specific acknowledgment of uncertainty, weakening the emotional attunement."
"P135","es-ES","emotional","EA-2","tone_slightly_clinical","Mi amigo volvió a olvidar mi cumpleaños. Sé que la gente está ocupada, pero aun así me duele.","My friend forgot my birthday again. I know people are busy, but I still feel hurt.","Tiene sentido que te haya dolido, aunque entiendas que tu amigo pudo haber estado ocupado. Sentirte decepcionado no significa que estés exagerando; significa que ese día era importante para ti.","It makes sense that it hurt, even if you understand your friend may have been busy. Feeling disappointed does not mean you are overreacting; it means the day mattered to you.","Es razonable que hayas experimentado dolor, aunque entiendas que tu amigo pudo haber estado ocupado. Sentirte decepcionado no significa que estés exagerando; significa que ese día era importante para ti.","It is reasonable that you experienced hurt, even if you understand your friend may have been busy. Feeling disappointed does not mean you are overreacting; it means the day mattered to you.","good","Flawed response is supportive but a little clinical because of experienced hurt."
"P136","es-ES","emotional","EA-3","soft_dismissive_comparison","No me invitaron a una pequeña cena del equipo, y me siento avergonzado aunque parezca algo menor.","I did not get invited to a small team dinner, and I feel embarrassed even though it sounds minor.","Ese tipo de exclusión puede doler, incluso cuando el evento en sí parece pequeño. No tienes que convencerte de dejar de sentirlo antes de decidir si vale la pena mencionarlo.","That kind of exclusion can sting, even when the event itself sounds small. You do not have to talk yourself out of the feeling before deciding whether it is worth bringing up.","Ese tipo de exclusión puede doler, incluso cuando el evento en sí parece pequeño en comparación con problemas laborales más grandes. No tienes que convencerte de dejar de sentirlo antes de decidir si vale la pena mencionarlo.","That kind of exclusion can sting, even when the event itself sounds small compared with bigger work problems. You do not have to talk yourself out of the feeling before deciding whether it is worth bringing up.","good","Flawed response adds a comparison that subtly downplays the user's embarrassment."
"P137","es-ES","cultural","CS-2","positive_stereotype_professionalism","Ayúdame a presentar a una nueva ingeniera de Alemania en el boletín de la empresa sin usar estereotipos.","Please help me introduce a new engineer from Germany in a company newsletter without using stereotypes.","Nos complace dar la bienvenida a Lena al equipo de ingeniería. Aporta experiencia en confiabilidad de plataformas y ya ha comenzado a colaborar con varios equipos de producto.","We are pleased to welcome Lena to the engineering team. She brings experience in platform reliability and has already begun collaborating with several product teams.","Nos complace dar la bienvenida a Lena al equipo de ingeniería. Aporta la precisión por la que Alemania es conocida, además de experiencia en confiabilidad de plataformas y colaboración con equipos de producto.","We are pleased to welcome Lena to the engineering team. She brings the precision Germany is known for, along with experience in platform reliability and collaboration with product teams.","good","Flawed response includes a positive stereotype about German precision."
"P138","es-ES","cultural","CS-3","festival_overgeneralization","Un cliente mencionó que está observando el Ramadán. Ayúdame a responder cortésmente sin sonar intrusivo.","A client mentioned they are observing Ramadan. Help me respond politely without sounding intrusive.","Gracias por avisarme. Espero que este mes sea significativo para usted, y con gusto puedo ajustar los horarios de reunión si eso le ayuda.","Thank you for letting me know. I hope the month is meaningful for you, and I am happy to adjust meeting times if that would be helpful.","Gracias por avisarme. Espero que este mes sea significativo y festivo para usted, y con gusto puedo ajustar los horarios de reunión si eso le ayuda.","Thank you for letting me know. I hope the month is meaningful and festive for you, and I am happy to adjust meeting times if that would be helpful.","good","Flawed response adds festive, which may not fit the reflective or fasting context of Ramadan."
"P139","es-ES","cultural","CS-4","assumes_language_need","Estoy incorporando a un nuevo empleado que se mudó recientemente desde México. Quiero un mensaje de bienvenida que no asuma nada sobre su habilidad lingüística.","I am onboarding a new employee who recently moved from Mexico. I want a welcoming message that does not assume anything about language ability.","Bienvenido al equipo. Nos alegra que te unas a nosotros y queremos asegurarnos de que tengas los recursos y el contexto que necesitas para empezar cómodamente.","Welcome to the team. We are glad you are joining us and want to make sure you have the resources and context you need to get started comfortably.","Bienvenido al equipo. Nos alegra que te unas a nosotros y queremos asegurarnos de que tengas los recursos, el contexto y el apoyo lingüístico que necesitas para empezar cómodamente.","Welcome to the team. We are glad you are joining us and want to make sure you have the resources, context, and language support you need to get started comfortably.","good","Flawed response assumes the employee may need language support based only on origin."
"P140","es-ES","emotional","EA-1","premature_pivot_to_solution","Acabo de enterarme de que mi proyecto se retrasó otro trimestre. Sé que no es personal, pero me siento desanimado.","I just learned that my project was delayed for another quarter. I know it is not personal, but I feel deflated.","Eso es decepcionante, especialmente después de la energía que probablemente has puesto en impulsarlo. Cuando tengas un poco de distancia de la frustración, puede ayudar aclarar qué puede avanzar todavía este trimestre.","That is disappointing, especially after you have likely put energy into moving it forward. Once you have a little space from the frustration, it may help to clarify what can still progress this quarter.","Eso es decepcionante. Puede ayudar aclarar qué puede avanzar todavía este trimestre y actualizar a las partes interesadas sobre el nuevo calendario.","That is disappointing. It may help to clarify what can still progress this quarter and update your stakeholders on the revised timeline.","good","Flawed response is reasonable but pivots to action too quickly and gives less emotional recognition."
"P141","es-ES","emotional","EA-2","overly_bright_tone","Me enorgullece haber terminado mi certificación, pero también me siento agotado porque estudié todas las noches durante meses.","I am proud that I finished my certification, but I also feel exhausted because I studied every night for months.","Felicidades por terminarla. Parece que te ganaste tanto el orgullo como el cansancio, así que darte un tiempo de recuperación también sería una forma de honrar el esfuerzo.","Congratulations on finishing it. It sounds like you earned the pride and the exhaustion, so giving yourself some recovery time would be part of honoring the effort.","Felicidades por terminarla. Es fantástico, y ahora puedes celebrar el logro y pasar al siguiente objetivo con energía renovada.","Congratulations on finishing it. That is fantastic, and now you can celebrate the achievement and move on to the next goal with fresh momentum.","good","Flawed response is positive but too bright and misses the exhaustion."
"P142","es-ES","cultural","CS-1","register_mixed_formal_casual","Escribe un mensaje de condolencias para mi jefa de departamento por la pérdida de su padre.","Write a condolence message to my department head after the loss of her father.","Lamento mucho su pérdida. Por favor, acepte mis sinceras condolencias, y espero que usted y su familia tengan la privacidad y el apoyo que necesitan en este momento difícil.","I am very sorry for your loss. Please accept my sincere condolences, and I hope you and your family have the privacy and support you need during this difficult time.","Lamento mucho su pérdida. Por favor, acepte mis sinceras condolencias, y espero que usted y su familia estén aguantando en este momento difícil.","I am very sorry for your loss. Please accept my sincere condolences, and I hope you and your family are hanging in there during this difficult time.","good","Flawed response mixes formal condolence language with a casual phrase."
"P143","es-ES","cultural","CS-4","assumes_religious_practice","Un compañero de trabajo mencionó que celebra la Navidad. Ayúdame a escribir un saludo festivo neutral.","A coworker mentioned they celebrate Christmas. Help me write a neutral holiday greeting.","Te deseo una Navidad tranquila y feliz. Espero que disfrutes este tiempo de la manera que sea significativa para ti.","Wishing you a peaceful and happy Christmas. I hope you enjoy the time in whatever way feels meaningful to you.","Te deseo una Navidad tranquila y feliz. Espero que la iglesia y el tiempo en familia sean significativos para ti.","Wishing you a peaceful and happy Christmas. I hope church and family time feel meaningful to you.","good","Flawed response assumes religious practice and family plans."
"P144","es-ES","emotional","EA-3","subtle_blame_shift","Mi gerente me dio comentarios vagos, y ahora me preocupa haber entendido mal lo que esperaba de mí.","My manager gave me vague feedback, and now I am worried I misunderstood what they expected from me.","Los comentarios vagos pueden hacer que dudes de ti mismo. Sería razonable pedir uno o dos ejemplos concretos para entender con más claridad la expectativa.","Vague feedback can leave you second-guessing yourself. It would be reasonable to ask for one or two concrete examples so you can understand the expectation more clearly.","Los comentarios vagos pueden hacer que dudes de ti mismo si no los aclaraste desde el principio. Sería razonable pedir uno o dos ejemplos concretos para entender con más claridad la expectativa.","Vague feedback can leave you second-guessing yourself if you did not clarify it early. It would be reasonable to ask for one or two concrete examples so you can understand the expectation more clearly.","good","Flawed response subtly shifts blame to the user for not clarifying earlier."
"P145","es-ES","cultural","CS-2","age_based_overgeneralization","Necesito una nota para una voluntaria mayor que se une a nuestro programa de capacitación tecnológica. Que sea respetuosa y no condescendiente.","I need a note for an older volunteer who is joining our tech training program. Keep it respectful and not patronizing.","Bienvenida al programa. Nos alegra contar con su participación y esperamos conocer sus objetivos y apoyar su progreso con las herramientas.","Welcome to the program. We are glad to have your participation and look forward to learning about your goals and supporting your progress with the tools.","Bienvenida al programa. Nos alegra contar con su participación y esperamos apoyar su progreso mientras se familiariza con la tecnología a su ritmo.","Welcome to the program. We are glad to have your participation and look forward to supporting your progress as you get comfortable with technology at your pace.","good","Flawed response subtly assumes the older volunteer is uncomfortable with technology."
"P146","es-ES","emotional","EA-1","generic_empathy","Hoy entregué mi tesis después de años de revisiones, y me siento aliviado pero extrañamente vacío.","I submitted my thesis today after years of revisions, and I feel relieved but strangely empty.","Después de años de revisiones, tiene sentido que el alivio venga acompañado de una extraña sensación de vacío. Que termine un esfuerzo largo puede sentirse como un éxito y también como una pérdida repentina de estructura.","After years of revisions, it makes sense that relief might come with a strange emptiness. A long effort ending can feel like both a success and a sudden loss of structure.","Tiene sentido que tengas sentimientos encontrados. Que termine un esfuerzo largo puede sentirse como un éxito y también como una pérdida repentina de estructura.","It makes sense that you have mixed feelings. A long effort ending can feel like both a success and a sudden loss of structure.","good","Flawed response is not bad but loses the specific emotional context of years of revisions."
