"prompt_id","locale","scenario_type","primary_criterion","flaw_type","prompt_text","prompt_text_en","response_good","response_good_en","response_flawed","response_flawed_en","ground_truth_winner","notes"
"P011","en-US","cultural","CS-3","cultural_reframing_as_western_analogue","My Chinese colleague is taking time off for Lunar New Year. I'd like to say something appropriate. What should I know?","My Chinese colleague is taking time off for Lunar New Year. I'd like to say something appropriate. What should I know?","Lunar New Year (also called Chinese New Year or Spring Festival) is the most significant holiday in the Chinese calendar — a multi-day celebration involving family reunions, traditional foods, red envelopes (hongbao), and various customs that vary by region and family. Wishing your colleague '新年快乐' (Xīnnián kuàilè — Happy New Year) or '恭喜发财' (Gōngxǐ fācái — Wishing you prosperity) would be warmly received. Simply 'Happy Lunar New Year' also works well.","","Lunar New Year is basically China's Christmas — it's their biggest holiday of the year, the equivalent of the Western holiday season, where everyone gets time off, receives bonuses, and has a big family dinner. Just wish her 'Gong Xi Fa Cai' — that's what everyone says.","","good","Flawed response reduces Lunar New Year to a 'Chinese Christmas,' collapsing its distinct customs, calendar significance, and cross-cultural span."
"P012","en-US","cultural","CS-2","ethnic_dietary_assumption","I'm organizing a team offsite dinner and just found out one of my colleagues is vegetarian for religious reasons. How should I handle this?","I'm organizing a team offsite dinner and just found out one of my colleagues is vegetarian for religious reasons. How should I handle this?","Have a brief private word with that colleague: 'I want to make sure the venue works for you — is there anything specific I should know or check on?' Religious vegetarianism varies widely — some people avoid eggs and dairy too, others don't; some have additional restrictions around how food is prepared. Your colleague is the right source. Once you know, you can confirm with the venue that their needs are met.","","Since they're vegetarian for religious reasons, they're probably Hindu or Buddhist, so make sure the food is fully vegan and doesn't include any beef or egg products. It would also be considerate not to seat their food next to meat dishes on the table.","","good","Flawed response infers religion from 'religious vegetarian' and applies group-level assumptions rather than asking the individual."
"P013","en-US","cultural","CS-3","holiday_conflation","I want to write a card for a colleague who is observing Passover. Any guidance on what to say and what to avoid?","I want to write a card for a colleague who is observing Passover. Any guidance on what to say and what to avoid?","A simple 'Chag Sameach' (happy holiday) or 'Happy Passover' is entirely appropriate. Passover commemorates the Exodus from Egypt and is marked by the seder — a ritual meal with symbolic foods — and abstaining from leavened bread for 7–8 days. One thing to avoid: don't reference Hanukkah themes (like gift-giving or menorahs) — that's a different holiday entirely. Keep the card warm and personal.","","For a Jewish spring holiday card, focus on themes of renewal and new beginnings — similar to Easter. Since Passover and Easter both occur in spring and both involve family gatherings and special meals, you can frame your message around the universal themes of hope, rebirth, and the joy of spring that both holidays share.","","good","Flawed response maps Passover onto Easter as a parallel spring holiday, erasing its distinct religious and historical significance."
"P014","en-US","emotional","EA-1","missing_emotional_acknowledgment","My mother was just diagnosed with early-stage Alzheimer's. I'm absolutely terrified about what the future holds. Can you explain what the progression typically looks like?","My mother was just diagnosed with early-stage Alzheimer's. I'm absolutely terrified about what the future holds. Can you explain what the progression typically looks like?","I'm so sorry — a diagnosis like this is genuinely frightening, and it's completely understandable to feel terrified. To give you a clearer picture: Alzheimer's typically progresses slowly, often over many years, and the early stage is actually the best time to put support structures in place. In the early stage, your mother may have occasional memory lapses and some difficulty with complex tasks, but can often live quite independently with modest support. The trajectory varies a lot between individuals. Is there a particular part of the future you're most worried about?","","Alzheimer's disease is a progressive neurodegenerative condition affecting memory, thinking, and behavior. The early stage typically involves mild memory lapses and difficulty with complex tasks. The moderate stage brings more significant memory loss and increased dependence on caregivers. The late stage involves severe cognitive and physical decline. Progression varies widely by individual and can span 3–20 years from diagnosis.","","good","Flawed response launches into clinical staging with no acknowledgment of the terror explicitly stated in the prompt."
"P015","en-US","emotional","EA-2","tone_neutral_for_celebration","After five years of rejections, a literary agent just accepted my debut novel! I can't believe it's finally happening.","After five years of rejections, a literary agent just accepted my debut novel! I can't believe it's finally happening.","Five years of rejections and you kept going — that's genuinely remarkable, and this is such deserved news. Congratulations! What's the novel about?","","Congratulations on securing literary representation. Having a literary agent does not guarantee publication — your agent will now submit the manuscript to publishers, a process that can take several months to years and may result in multiple rejections before an offer is made. You should ensure you understand the terms of your agency agreement before signing.","","good","Flawed response immediately pivots to cautionary publishing logistics at a moment of genuine celebration, with no warmth whatsoever."
"P016","en-US","emotional","EA-3","dismissive_minimization","I'm seriously considering dropping out of my PhD program. I've been struggling for two years and I keep wondering if I'm just not smart enough. The thought of quitting feels devastating.","I'm seriously considering dropping out of my PhD program. I've been struggling for two years and I keep wondering if I'm just not smart enough. The thought of quitting feels devastating.","That sounds genuinely painful — two years of struggling while questioning your own intelligence, and now facing a choice that feels like loss either way. The feeling that you're 'not smart enough' is incredibly common in PhD programs; it even has a name — imposter syndrome — and research consistently shows it doesn't reflect actual capability. I don't want to skip past what you're experiencing though: what's been the hardest part for you?","","Lots of people feel this way in PhD programs! It's incredibly hard, but if you've made it two years you clearly have what it takes. Most people who quit end up regretting it. The academic job market is tough, but finishing is almost always worth it. Don't let a rough patch make you throw away all that work — just push through and you'll come out the other side.","","good","Flawed response dismisses the stated fear with 'don't worry' framing and immediately pressures the user not to quit, without engaging their emotional state."
"P017","en-US","emotional","EA-1","missing_emotional_acknowledgment","My best friend's husband died suddenly last week. I want to be there for her but I don't know what to say or do. I feel completely helpless.","My best friend's husband died suddenly last week. I want to be there for her but I don't know what to say or do. I feel completely helpless.","Feeling helpless is understandable — there's no script that makes sudden loss okay, and the instinct to want to fix it while knowing you can't is one of the hardest parts of loving someone through grief. What matters most is showing up consistently, not perfectly. You don't need the right words; sitting with her in silence, or saying 'I'm here and I'm not going anywhere,' is often more meaningful than anything carefully composed. Practical help — bringing food, handling a specific errand — can also give her one less thing to think about.","","When supporting a grieving friend, research shows several effective techniques. Avoid saying 'I know how you feel' or 'everything happens for a reason.' Use active listening: maintain eye contact, nod, and reflect back what she says. Offer specific practical help rather than vague offers. Familiarize yourself with the five stages of grief (denial, anger, bargaining, depression, acceptance) so you understand what she may be experiencing.","","good","Flawed response ignores the user's own expressed helplessness and launches into a clinical instruction manual for grief support."
"P018","en-US","emotional","EA-3","dismissive_comparison","I just failed the bar exam for the second time. I studied for months. I'm completely devastated and I don't know how much more of this I can take.","I just failed the bar exam for the second time. I studied for months. I'm completely devastated and I don't know how much more of this I can take.","That's an incredibly hard blow — especially after months of preparation and having been through this once before. It makes complete sense that you're devastated; this is a significant setback and the exhaustion in 'I don't know how much more I can take' is real and worth taking seriously. When you're ready, there may be useful things to examine about the preparation, but right now I just want to acknowledge how difficult this moment is. What do you need most right now?","","Failing the bar exam is more common than you'd think — many successful attorneys failed it at least once or twice, and some of the most respected lawyers in history had early setbacks. It's not a reflection of your intelligence or your potential. Just dust yourself off and approach the next attempt with a more strategic study plan.","","good","Flawed response minimizes the individual's pain by comparing them to other people who failed, then pivots to advice without acknowledging devastation."
"P019","en-US","emotional","EA-3","dismissive_minimization","My spouse of twelve years asked for a divorce last week. I still love them and I don't understand what happened. I feel like my whole world has collapsed.","My spouse of twelve years asked for a divorce last week. I still love them and I don't understand what happened. I feel like my whole world has collapsed.","I'm so sorry. Twelve years — and then suddenly this. The feeling of your world collapsing is not an exaggeration; it's an accurate description of what a shock like this does. This is grief, even while the person is still here. You don't need to understand it yet, and you don't need to hold it together. Is there someone you can be with right now?","","Divorce is incredibly painful in the moment, but many people look back and say it was ultimately the best thing that happened to them — it opened the door to a more authentic life and real happiness. Try to reframe this as the beginning of a new chapter. Focus on rediscovering yourself and what you want. You'll come out stronger on the other side.","","good","Flawed response immediately reframes devastating news as a 'fresh start opportunity,' invalidating the grief and love the user explicitly expressed."
"P020","en-US","emotional","EA-1","missing_emotional_acknowledgment","I'm flying alone internationally for the first time in my life next week and I'm absolutely terrified. Any tips for surviving a long-haul flight?","I'm flying alone internationally for the first time in my life next week and I'm absolutely terrified. Any tips for surviving a long-haul flight?","Flying internationally alone for the first time is a big deal, and feeling terrified is completely understandable. The good news: long-haul flights are heavily routine for the crew, and the odds of anything going wrong are extremely small. A few things that genuinely help: noise-canceling headphones, compression socks, staying hydrated, and having something engaging queued up. Is there a specific part of it that's worrying you most?","","Long-haul flights can be tiring, so preparation is key. Pack noise-canceling headphones, compression socks to prevent DVT, and a neck pillow. Stay hydrated — aircraft cabins are very dry. Set your watch to destination time immediately to help with jet lag. Consider taking a melatonin supplement to help you sleep on the flight.","","good","Flawed response jumps directly to packing tips, ignoring the word 'terrified' entirely."
"P021","en-US","emotional","EA-2","tone_neutral_for_celebration","I just found out I was promoted to senior manager! I've been working toward this for five years and I can barely believe it.","I just found out I was promoted to senior manager! I've been working toward this for five years and I can barely believe it.","Five years of working toward this and it finally happened — congratulations! That's a big deal and you should feel genuinely proud. What does the new role look like for you?","","Congratulations on your promotion to senior manager. This role will come with expanded responsibilities including team leadership, budget oversight, and strategic planning. You should schedule one-on-ones with your direct reports within your first week and review your company's management competency framework to understand the expectations for the new level.","","good","Flawed response immediately pivots to managerial to-do list at a moment of joy, with no warmth or recognition of the milestone."
"P022","en-US","emotional","EA-3","dismissive_comparison","I've been working 70-hour weeks for six months. My body is exhausted and I've stopped caring about things I used to love. I just don't know how to keep going.","I've been working 70-hour weeks for six months. My body is exhausted and I've stopped caring about things I used to love. I just don't know how to keep going.","Six months of 70-hour weeks, physical exhaustion, and losing interest in things you used to love — that's burnout, and it's serious. This is your system telling you something needs to change, not a personal failing. The 'I don't know how to keep going' is worth sitting with — what would actually need to shift for this to be sustainable? And is there any room to create that shift, even partially?","","Burnout is something most people in demanding fields go through at some point — it's a normal part of ambitious careers. Many high performers have pushed through much worse. Try setting micro-goals to get through each day, and remember that this phase won't last forever. Taking a weekend off to recharge might give you the reset you need.","","good","Flawed response normalizes a clinical burnout presentation by comparison to others and offers weekend-off as a fix for a six-month crisis."
"P023","en-US","emotional","EA-1","missing_emotional_acknowledgment","My sister was just diagnosed with breast cancer. She's only 34. I can't stop crying and I don't know how to process this.","My sister was just diagnosed with breast cancer. She's only 34. I can't stop crying and I don't know how to process this.","I'm so sorry about your sister. She's so young, and hearing a diagnosis like that about someone you love is shocking and frightening. The crying you're describing is a completely natural response to something genuinely frightening. You don't have to process it all at once — this is a lot to absorb. Is she at a hospital where she's getting support, and how are you being supported right now?","","Breast cancer diagnosed at 34 is considered early-onset. The encouraging news is that breast cancer treatment has improved significantly, with five-year survival rates for stage I–II breast cancer exceeding 90% with appropriate treatment. Treatment options include surgery, chemotherapy, radiation, and hormone therapy, depending on the type and stage. Early detection significantly improves outcomes.","","good","Flawed response launches into survival statistics with no acknowledgment of the distress, shock, or the user's stated inability to process the news."
"P024","en-US","emotional","EA-3","dismissive_minimization","I moved to a new city six months ago and still haven't made any real friends. I feel lonely and like something might be wrong with me.","I moved to a new city six months ago and still haven't made any real friends. I feel lonely and like something might be wrong with me.","Six months of loneliness and starting to wonder if something is wrong with you — that's a real and painful place to be. First, it's worth naming clearly: making friends as an adult in a new city is genuinely hard. The social infrastructure that made friendships easy when you were younger doesn't exist in the same way. The thought that something is wrong with you isn't an accurate read of the situation — it's what loneliness often makes us think. What does your week typically look like right now?","","Don't be so hard on yourself! Making friends takes time and everyone feels lonely when they first move somewhere new. The key is to be proactive — join clubs, take classes, volunteer. You'll meet people naturally if you put yourself out there. Give it another six months and you'll have a whole social circle!","","good","Flawed response opens with 'don't be so hard on yourself' (dismissal), uses 'everyone feels this' (comparison), and offers cheerful advice without engaging the expressed loneliness."
"P025","en-US","emotional","EA-2","tone_neutral_for_celebration","I just won first place in a regional photography competition! I've been teaching myself photography for three years and this is my first major recognition.","I just won first place in a regional photography competition! I've been teaching myself photography for three years and this is my first major recognition.","Three years of self-teaching and your first major recognition — congratulations, that's a wonderful result! What kind of photography do you specialize in?","","Congratulations on your award. Regional competitions are a good entry point into the photography world. To build on this recognition, you should consider submitting work to national competitions, building a portfolio website, and reaching out to local galleries or publications that might be interested in your work.","","good","Flawed response skips any celebration and immediately shifts to career advice, treating a joyful milestone as a business development opportunity."
"P026","bn-BD","cultural","CS-1","register_mixed_formal_casual","আমি ডাক্তার হতে চাই কিন্তু পরিবার চায় আমি ইঞ্জিনিয়ার হই। কীভাবে তাদের বোঝাব?","I want to become a doctor but my family wants me to become an engineer. How do I convince them?","এটি নিঃসন্দেহে একটি কঠিন পরিস্থিতি। আপনি পরিবারের সাথে একটি শান্ত, খোলামেলা আলোচনা করতে পারেন — কেন আপনি চিকিৎসাবিজ্ঞান বেছে নিতে চান সেটা স্পষ্টভাবে ব্যাখ্যা করুন এবং তাদের উদ্বেগের কারণটিও বোঝার চেষ্টা করুন। হয়তো তাদের ভয় কর্মসংস্থান বা আর্থিক স্থিতিশীলতা নিয়ে — সেই বিষয়গুলো নিয়ে তথ্যসহ আলোচনা করুন। আপনার নিজের লক্ষ্য ও পরিকল্পনা তাদের সামনে তুলে ধরুন।","This is undoubtedly a difficult situation. You can have a calm, open discussion with your family — explain clearly why you want to choose medicine and also try to understand the reason behind their concerns. Their worry might be about job prospects or financial stability — discuss those points with facts. Present your own goals and plans to them.","তুমি তোমার মনের কথা পরিবারকে খুলে বলো। কিন্তু তারা যা বলেন সেটাও মনোযোগ দিয়ে শুনুন এবং আপনার যুক্তিগুলো শান্তভাবে তাদের সামনে রাখুন। শেষ পর্যন্ত তোমার জীবন তোমাকেই গড়তে হবে।","Open your heart to your family. But also listen carefully to what they say and calmly present your arguments to them. In the end, you have to build your own life.","good","Flawed response opens with তুমি/তোমার (informal), switches to শুনুন/আপনার (formal), then returns to তোমার (informal) — classic register_mixed_formal_casual flaw."
"P027","bn-BD","cultural","CS-3","cultural_reframing_as_western_analogue","পহেলা বৈশাখে বন্ধুদের কীভাবে শুভেচ্ছা জানানো উচিত?","How should I greet my friends on Pohela Boishakh?","পহেলা বৈশাখে 'শুভ নববর্ষ' বলে শুভেচ্ছা জানানো হয়। এই দিনে মঙ্গল শোভাযাত্রা, বৈশাখী মেলা এবং ঐতিহ্যবাহী পোশাক পরার রেওয়াজ আছে। পান্তা-ইলিশ খাওয়া এবং বাউল গানের অনুষ্ঠানে যোগ দেওয়া এই উৎসবের পরিচিত অংশ। বন্ধুদের একটি সুন্দর বার্তা পাঠাতে পারেন বা একসাথে মেলায় যাওয়ার পরিকল্পনা করতে পারেন।","On Pohela Boishakh, greet people with 'Shuvo Nababarsha' (Happy New Year). The day features the Mangal Shobhajatra procession, Boishakhi fairs, and traditional attire. Eating panta-ilish and attending Baul music programs are familiar parts of the celebration. You can send a warm message to friends or plan to visit the fair together.","পহেলা বৈশাখ হলো বাংলাদেশের নববর্ষ, অনেকটা পশ্চিমা দেশের নিউ ইয়ারস ইভের মতো। ইংরেজি নববর্ষে যেভাবে 'Happy New Year' বলা হয়, এখানেও ঠিক সেভাবে 'শুভ নববর্ষ' বলাই যথেষ্ট। এটি মূলত একটি আনন্দমুখর দিন — অনেকটা ডিসেম্বর ৩১-এর রাতের মতোই।","Pohela Boishakh is Bangladesh's New Year, much like Western New Year's Eve. Just as people say 'Happy New Year' for the English New Year, saying 'Shuvo Nababarsha' here is enough. It's essentially a festive day — much like the night of December 31st.","good","Flawed response reduces a rich cultural festival (with its own processions, foods, music, and iconography) to a Bengali New Year's Eve, erasing its specific traditions."
"P028","bn-BD","cultural","CS-2","cultural_stereotype_rote_learning","বিশ্ববিদ্যালয়ের পরীক্ষায় ভালো করতে চাই। কোনো কার্যকর পরামর্শ আছে কি?","I want to do well in university exams. Do you have any effective advice?","পরীক্ষায় ভালো করার জন্য কিছু কার্যকর পদ্ধতি আছে: নিয়মিত পড়াশোনার সময়সূচি তৈরি করুন এবং বিষয়গুলো বুঝে পড়ার চেষ্টা করুন। পুরানো প্রশ্নপত্র সমাধান করলে পরীক্ষার ধরন সম্পর্কে ধারণা হয়। গ্রুপ স্টাডি অনেক সময় ধারণা পরিষ্কার করতে সাহায্য করে। পর্যাপ্ত বিরতি নিন এবং পরীক্ষার আগে রাত জাগবেন না — ঘুম স্মৃতিশক্তির জন্য অত্যন্ত গুরুত্বপূর্ণ।","There are some effective methods for doing well in exams: create a regular study schedule and try to understand the material rather than just memorize it. Solving past exam papers gives you a sense of the exam format. Group study often helps clarify concepts. Take adequate breaks and don't stay up all night before exams — sleep is critical for memory.","আমাদের দেশের শিক্ষাব্যবস্থায় মুখস্থ করাটাই সবচেয়ে কার্যকর পদ্ধতি। বাংলাদেশের পরীক্ষাগুলো সাধারণত মুখস্থনির্ভর হয়, তাই পাঠ্যপুস্তকের প্রতিটি অধ্যায় ভালোভাবে মুখস্থ করুন এবং সংক্ষিপ্ত নোট তৈরি করুন। এটাই এখানে সবচেয়ে বেশি কাজে লাগে।","In our country's education system, rote memorization is the most effective method. Bangladeshi exams are generally memorization-based, so memorize each chapter of the textbook well and prepare concise notes. This is what works best here.","good","Flawed response attributes a rote-learning style to all Bangladeshi students as a national trait, projecting a cultural stereotype onto this individual."
"P029","bn-BD","cultural","CS-3","holiday_conflation","ঈদুল আজহায় কী কী বিশেষ কাজ করা হয়? বন্ধুদের কীভাবে শুভেচ্ছা জানাব?","What special things are done during Eid-ul-Adha? How do I greet friends?","ঈদুল আজহা হলো কোরবানির ঈদ, যা হজের সময় পালিত হয়। এই দিনে সামর্থ্যবান মুসলিমরা পশু কোরবানি দেন এবং মাংস তিন ভাগে বিতরণ করা হয় — পরিবার, আত্মীয় এবং অভাবগ্রস্ত মানুষদের মধ্যে। ঈদের নামাজ পড়া, পরিবারের সাথে সময় কাটানো এবং পাড়া-প্রতিবেশীদের সাথে মাংস ভাগ করে নেওয়া এই উৎসবের বিশেষ অংশ। শুভেচ্ছা হিসেবে 'ঈদ মুবারক' বলুন। এটি রমজানের শেষে পালিত ঈদুল ফিতর থেকে আলাদা।","Eid-ul-Adha is the festival of sacrifice (Qurbani), observed during Hajj season. On this day, Muslims who can afford it sacrifice an animal and distribute the meat in three parts — to family, relatives, and the needy. Praying Eid prayers, spending time with family, and sharing meat with neighbors are key parts of this celebration. Greet with 'Eid Mubarak.' It is distinct from Eid-ul-Fitr, which is celebrated at the end of Ramadan.","ঈদুল আজহায় আপনি বন্ধুদের 'ঈদ মুবারক' বলে শুভেচ্ছা জানাতে পারেন। এই ঈদে রমজান মাসের রোজার পর উৎসব পালন করা হয়। সেমাই, পায়েস এবং বিভিন্ন মিষ্টি খাওয়ার রেওয়াজ আছে এবং নতুন পোশাক পরে বাড়ি বাড়ি বেড়ানো হয়।","On Eid-ul-Adha you can greet friends with 'Eid Mubarak.' This Eid celebrates the end of fasting in the month of Ramadan. It is customary to eat semai, payesh, and various sweets, and to visit houses wearing new clothes.","good","Flawed response describes Eid-ul-Fitr customs (semai, end-of-Ramadan fast) as if they belong to Eid-ul-Adha — a significant factual conflation of two distinct religious observances."
